2024-11-20 09:07:44.682 GMT,,,1,,673da6e0.1,1,,2024-11-20 09:07:44 GMT,,0,LOG,00000,"starting PostgreSQL 17.1 (Debian 17.1-1.pgdg120+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,"PostmasterMain, postmaster.c:1080","","postmaster",,0
2024-11-20 09:07:44.683 GMT,,,1,,673da6e0.1,2,,2024-11-20 09:07:44 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-20 09:07:44.683 GMT,,,1,,673da6e0.1,3,,2024-11-20 09:07:44 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-20 09:07:44.695 GMT,,,1,,673da6e0.1,4,,2024-11-20 09:07:44 GMT,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,"ListenServerPort, pqcomm.c:657","","postmaster",,0
2024-11-20 09:07:44.767 GMT,,,30,,673da6e0.1e,1,,2024-11-20 09:07:44 GMT,,0,LOG,00000,"database system was shut down at 2024-11-20 09:07:32 GMT",,,,,,,,"StartupXLOG, xlog.c:5445","","startup",,0
2024-11-20 09:07:44.854 GMT,,,1,,673da6e0.1,5,,2024-11-20 09:07:44 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,"process_pm_child_exit, postmaster.c:2483","","postmaster",,0
2024-11-20 09:08:35.984 GMT,"postgres","login",35,"172.18.0.8:46084",673da713.23,1,"PARSE",2024-11-20 09:08:35 GMT,0/2,0,LOG,00000,"duration: 70.743 ms  parse s0: SELECT ""public"".""Users"".""id"", ""public"".""Users"".""email"", ""public"".""Users"".""password"" FROM ""public"".""Users"" WHERE ""public"".""Users"".""email"" = $1 LIMIT $2 OFFSET $3",,,,,,,,"exec_parse_message, postgres.c:1609","","client backend",,0
2024-11-20 09:08:36.027 GMT,"postgres","login",35,"172.18.0.8:46084",673da713.23,2,"BIND",2024-11-20 09:08:35 GMT,0/3,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,""SELECT """"public"""".""""Users"""".""""id"""", """"public"""".""""Users"""".""""email"""", """"public"""".""""Users"""".""""password"""" FROM """"public"""".""""Users"""" WHERE """"public"""".""""Users"""".""""email"""" = $1 LIMIT $2 OFFSET $3"",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-20 09:08:36.033 GMT,"postgres","login",35,"172.18.0.8:46084",673da713.23,3,"BIND",2024-11-20 09:08:35 GMT,0/3,0,LOG,00000,"duration: 45.874 ms  bind s0: SELECT ""public"".""Users"".""id"", ""public"".""Users"".""email"", ""public"".""Users"".""password"" FROM ""public"".""Users"" WHERE ""public"".""Users"".""email"" = $1 LIMIT $2 OFFSET $3","Parameters: $1 = 'marlon@gmail.com', $2 = '1', $3 = '0'",,,,,,,"exec_bind_message, postgres.c:2075","","client backend",,0
2024-11-20 09:08:36.033 GMT,"postgres","login",35,"172.18.0.8:46084",673da713.23,4,"SELECT",2024-11-20 09:08:35 GMT,0/3,0,LOG,00000,"execute s0: SELECT ""public"".""Users"".""id"", ""public"".""Users"".""email"", ""public"".""Users"".""password"" FROM ""public"".""Users"" WHERE ""public"".""Users"".""email"" = $1 LIMIT $2 OFFSET $3","Parameters: $1 = 'marlon@gmail.com', $2 = '1', $3 = '0'",,,,,,,"exec_execute_message, postgres.c:2212","","client backend",,0
2024-11-20 09:08:36.035 GMT,"postgres","login",35,"172.18.0.8:46084",673da713.23,5,"SELECT",2024-11-20 09:08:35 GMT,0/3,0,LOG,00000,"duration: 1.925 ms",,,,,,,,"exec_execute_message, postgres.c:2332","","client backend",,0
2024-11-20 09:09:18.433 GMT,"postgres","postgres",38,"172.18.0.10:41664",673da73e.26,1,"idle",2024-11-20 09:09:18 GMT,1/2,0,LOG,00000,"statement: SET DateStyle=ISO; SET client_min_messages=notice; SELECT set_config('bytea_output','hex',false) FROM pg_show_all_settings() WHERE name = 'bytea_output'; SET client_encoding='utf-8';",,,,,,,,"exec_simple_query, postgres.c:1075","pgAdmin 4 - DB:postgres","client backend",,0
2024-11-20 09:09:18.484 GMT,"postgres","postgres",38,"172.18.0.10:41664",673da73e.26,2,"SELECT",2024-11-20 09:09:18 GMT,1/2,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,""SELECT set_config('bytea_output','hex',false) FROM pg_show_all_settings() WHERE name = 'bytea_output'"",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","pgAdmin 4 - DB:postgres","client backend",,0
2024-11-20 09:09:18.487 GMT,"postgres","postgres",38,"172.18.0.10:41664",673da73e.26,3,"SET",2024-11-20 09:09:18 GMT,1/0,0,LOG,00000,"duration: 55.355 ms",,,,,,,,"exec_simple_query, postgres.c:1368","pgAdmin 4 - DB:postgres","client backend",,0
